,PRS,E1,E2,E3,D1,D2,M1,M2
42,-0.7801521386228953,0,1,1.0373344384280807,-0.7368291392618085,-1.0802299106858055,0.5055324181484878,0.43514347779514695
220,0.49028136548150447,0,0,-0.8147832692437899,0.4173125664961543,0.1293345990951682,1.8604045710036226,0.8992962435679754
176,-0.18765745475441492,0,0,0.162679318320873,-0.03261491322921134,0.17647858943673497,-0.6690674549495768,-0.24397246566145075
320,-0.3172433290793569,0,1,-0.13381021731197273,1.15526949425819,0.15320835976231983,0.3182734551566354,0.023162624270391785
153,1.0996533398954726,0,0,0.05415126811199725,0.14659545407639973,-0.004872531999086854,0.9002393532378344,0.3777044483429869
231,-0.9352741020978635,0,1,-0.30917438900425004,0.6677933679795074,0.8953034156249904,0.03159278935807481,0.685600425664171
227,-0.4306299138785435,0,1,-0.1052087048071444,-1.1426094549604495,-0.7746087481517994,0.9865096112616676,0.9616609463835426
417,-1.3715594014538617,0,1,-0.6461502372895629,-0.924244804807813,0.10525817977142382,0.0764303388351144,-1.0773699427138377
203,1.5741041577475625,0,0,-0.18658261089010356,0.43949253926002757,0.1221702283221098,0.4707717632260841,-0.19873727457631754
126,-1.1844168585947394,0,1,0.6435618349326561,-1.5648661435172484,-0.07563726480689004,-0.2349170706138628,0.1196699010205057
329,0.8279709936920089,0,0,-0.08750114454688884,-1.3967804709949436,-0.18753619165675706,1.2575426154757907,0.06441850161745732
31,-1.4818532687885322,0,1,1.4255936508795277,-1.729436265511724,-0.9741884875549394,0.3899795086210144,-0.3290073108307549
113,-1.6326205980123376,0,0,-0.47546885978551634,-0.12238599458076882,-0.14178345785501512,-1.4686250185532266,-0.8402706831366602
470,-0.1135298476919118,0,1,0.7429927670322648,-0.11881759162172427,-0.4310706379275541,0.40166307725234107,0.3317928430674605
271,1.5843031794038163,0,0,0.6484255019505935,-0.7010456101037871,-0.36999812423734735,1.318503943512737,0.7768556329119258
140,0.6572575695971401,0,1,-0.73962835794011,-0.7378799240187224,-0.031081739957906307,-0.4021606877895817,-0.15061919041145297
57,-0.5954597189794897,0,1,0.2632039632741447,0.20822185226366366,-0.6352865761386358,-0.7161935677141786,-0.3326587417876925
192,0.5168947059425812,0,0,0.4340337933459307,-0.8990835542726178,-0.7804761321755088,1.6527283196972924,1.2330633171647238
24,0.8246538446440631,0,0,0.6477352920015521,-0.27375278139589376,0.6019370031571353,0.02338141155627037,0.27370812005638034
17,-0.15512815855861198,1,0,0.2674759518326638,0.0484521015474198,1.088817999143191,-0.5511267636188857,0.5109618419231345
265,1.3325303248337368,0,0,-0.6817115942083182,2.0668988901729626,0.9935053339892221,0.8477874159191964,-0.8765563882859946
66,0.44692842448957226,0,1,-1.2507790393859395,-0.8971650326067533,0.07257811389533741,-0.348555461532782,0.1122552505965401
208,0.9285604581328382,0,1,0.7131972256418887,-0.18240084482698643,-0.5406958540046214,-0.6211004105367628,-0.3548002473401522
479,-0.9864084958596534,0,0,-0.4622803032268624,1.0210669347154682,1.1644009289862791,1.534533150197239,0.2549364472508042
94,1.904742322683774,0,1,1.5064127420488145,1.546793025975805,-0.1736690194230046,-0.05304791791648614,-0.30504281306775133
253,-0.09590792143014085,0,0,0.9885637496052095,-0.26845692391627796,0.014912071930647003,0.09832159136051767,-0.05573645809222453
266,0.07035934378745941,0,1,0.615202136892743,0.9210146477931331,0.7779490374120626,0.5679761130049634,0.9292239585464297
23,-0.46363196589133393,0,0,0.4804976598760705,-0.5230419080367863,-0.6850496952936118,0.5965128236021439,0.7101125719325891
222,-0.7431008096146546,0,0,-0.534806024556298,-0.43600492303297006,-0.42968708698785874,-2.3499100943605153,-1.7129536798485807
261,-0.9798570161668381,0,0,0.8279923519572137,-0.20352239332969307,0.25199877919837155,-0.7073921121345723,-0.3221796297206094
426,1.8543698657429848,0,1,-1.1042850317641868,-0.49226573717331046,0.6813644485150039,-0.0024962750669061855,-0.1392106865277945
5,0.9132515212358882,0,1,-0.25150172323133907,-0.5058750207339657,0.33695391909660133,-0.18112496021712132,0.043948812667813086
116,2.3390342280653202,0,1,-1.2419265810495348,-0.24244982777035468,-0.7852365905066538,0.9852374363947719,1.0357067196078094
45,-1.3686128233234724,1,0,-0.8493854722368256,-0.71594730424672,-0.10836753943409433,-0.5221442570880748,0.016490617136377117
16,0.07612761221533733,0,1,-2.147521780242023,-0.7910968144420255,-1.2394378519143237,0.7613664071903938,1.0585309629426625
462,-1.4609860685673204,1,1,-0.9023886129983142,-0.02969932939327194,-0.035611379098650725,-0.9091723011070808,-0.9763102003502253
357,-1.0783284004059264,0,1,0.7728944739351722,0.18823439543834086,0.373623988241169,0.36160376599127064,-0.0471953761591235
3,-0.899091796547139,0,0,0.04028645595416376,1.2873719077109238,0.9210944604816457,0.7145533376870978,0.4717258356817545
218,1.1870581878313082,0,0,-1.1063921239052583,0.7912255615810141,0.9403469467283387,-1.0890928959029833,-0.20499347478329305
405,0.4008456062001403,0,0,-0.15447048465967936,-0.05639008801372187,0.031756806518440164,0.35284592777989227,0.3467995982804928
60,0.42628538672729444,1,1,0.011752735295600525,-0.5112428921528038,-0.40523271534140726,-0.6826465848644542,-0.3356328712026219
110,-0.48444560542603926,0,0,-2.314308233092156,-1.4186200811122966,-0.5457582793741385,1.008673215782093,0.9509147054723324
318,0.6046289013194468,0,0,1.131191501989882,-0.5330043216011638,-0.6681755232515854,2.413350628310182,1.4636719173749342
428,0.9444410462077871,1,1,-0.27225592119501674,-0.6138648520221167,-0.18390488159171042,1.0529567572198804,0.2396176284723539
29,0.5341995255869898,0,1,-0.30971816234245136,1.0687215775214032,0.35982919969069754,-0.02491920298325073,0.20330763004056515
437,-0.2230867072006439,0,1,0.6977398004361279,0.3190207270950298,0.499866375001886,1.7742396689835778,0.8236971625321569
471,0.18827620501860337,1,0,1.5196166826358326,-0.07982237006629085,0.7621065666354342,-0.7901682754186489,-0.3150078864540621
26,1.5644896595827746,0,1,-0.48224001869690497,1.4320108095569102,0.1932359296400451,0.9570805440747086,0.4057589544138256
7,-1.5140932286302158,1,0,0.8004992514155544,-0.5201265559589898,-0.15865817652574524,-0.5067173524929452,0.23234288421577343
453,0.6878465809776663,0,1,0.38371327899913266,-0.2270805767412514,-0.3974336695407743,-0.6658213781673523,-0.5130908649369836
108,-0.9533162644979729,1,0,-0.5969214786774131,0.23077893203333535,0.11728864153177192,1.1697916278703524,0.6714660667241669
37,-0.8344074682049434,0,1,0.44468365988749436,0.6876410316575079,0.5636257873688086,-0.282883093077875,-0.1330353644646492
157,1.070309730959933,0,1,0.20732725255500897,0.8703688319995325,0.5176273734945035,-0.53091039705263,-0.34685338711738933
489,0.8795483696082612,0,0,1.6282331701550683,-1.9390041030579535,-0.7061464641066273,1.44681808661711,0.5702570429282638
118,-0.05961756305581137,0,1,-1.6235503346013502,1.7512638252870407,0.8066945439979206,-0.8694690979481982,-0.6105901627945816
114,0.6433014459141215,0,1,0.1804784148361323,-1.54341212491405,-1.4286080194025157,-0.07610410161827008,0.11032295737607759
175,-0.593195835499023,0,0,-1.0606194047899733,0.31434734932378616,0.48821014356736847,-1.0538830476479264,-0.6232948863652276
373,0.2767971609574743,0,1,0.9143458521360559,-0.6136262443689358,-0.683150767151419,-0.28695363995767054,-0.1229415755237773
181,0.9613333257095424,0,0,-1.0209162893028785,-0.9422016227533424,-1.2525659645860228,0.10126223889259105,0.169956429061559
144,-1.2013513945296035,0,0,-0.541427409569828,0.6646617442252752,0.4451947250124333,-0.9821251344151517,-0.7808923082911421
369,-0.6525652271037178,1,1,0.9976926745805554,1.0506189130980708,0.9555094468800036,-0.8983881972775672,-0.9809544137258357
390,-1.4139762227418549,1,0,0.1468466415487656,-1.3305387782290992,-0.798957883866245,0.2820104200915337,0.5377039685036816
195,-0.44856569768825394,0,1,0.16897412091895853,0.6858707250228995,0.42732433245001233,0.5806225230016805,0.32525289831181137
404,-1.147326856339932,1,0,-1.438407356691763,1.7723914130564353,1.0212594169808873,0.3486036037547163,0.6115229807978717
275,0.6878383312199198,0,1,1.4848654626531494,-0.6141622667020802,-0.33773176359933765,1.0795555782828543,0.1142771284389123
454,0.5497009435855393,0,1,1.3387044969132667,-1.2170136852968587,-1.1449697224890578,0.18460098251936985,-0.24977663590773586
141,-0.4723756295411898,0,0,1.438114460047533,1.2785392425486481,0.7259124629881482,0.2294730360339585,-0.48968016306282747
365,0.439729401395174,0,0,-0.20278560100666293,0.2776490720660055,0.12507726221581197,0.0881106457018283,0.5553038339233679
67,-1.014647986818264,0,0,-0.8806224038503058,0.3083941850604948,-0.5985159044255425,0.02520557915671265,-0.008390525152911405
210,-0.8687820539285993,0,0,0.4090827046836382,-1.0865109676930902,-1.5367033631394493,-1.53084400992127,-1.0521428298774036
168,-0.06009260656099189,0,0,0.13719423493878954,0.012480888386885247,0.3962409007087713,-0.06967052451519015,0.14636224971692335
493,0.37985965678875144,0,1,0.7906883998349961,0.5264264547198906,0.6734144823044659,-0.11990149177814634,0.8336938269137409
375,1.2417109912654305,0,0,0.7565501100787418,-0.19575788192995633,0.0021580673172421766,-0.3819738529498388,0.732298430559454
400,0.005275466560272402,1,0,1.2298766124178955,-0.5529128351715393,-0.009692016107773704,-0.6768639523472344,0.6291017516574491
272,0.5172862527377489,0,1,0.18792713980161674,-0.40690651935249905,-0.7226651502279462,-0.6630048006235875,0.1931209429436374
109,-1.0728273555534633,1,0,0.025363848037880398,-0.051909537923128884,0.194270968530856,-0.753699259647433,-1.1159896024888707
248,1.0939197743183882,0,0,0.9177247290394122,0.7602306860638803,-0.016028215120412415,0.06028783561734701,-0.3531448488339379
145,0.89165273304888,0,1,0.10379457987893471,0.48958965549976047,0.529013895642555,0.3152018197138738,0.20559794191286104
92,-0.4774871060047664,0,1,0.004162173042927282,-0.0176867771902811,-0.12891788851924862,-1.1109411515794492,-0.5761774717893586
152,1.3701815232848693,0,1,-1.0213717764408574,0.6542160048724832,-0.33175865856909303,1.4551099640463343,1.4111303551328112
367,1.1507026307117065,0,1,-1.8987483133627354,0.49735701795689197,-0.18112261978723443,-0.6160512744769442,-0.25768338631460075
467,0.9262342130719959,1,0,-0.37220262118343533,-1.104766688173674,-0.33880402782354135,0.13160776367042126,0.27254630006175695
83,0.7514488323813314,1,1,0.39423576962765267,0.3040166474750977,-0.3915849479016015,-0.07865472116999334,0.2594258992451066
245,0.31557222974600996,0,1,0.02976420972775316,1.0771823714619266,0.3159959360454544,-2.3387302040532334,-0.6586944163676599
165,0.8726654871272783,0,0,-0.47931329464271893,1.3860717639806222,0.7871708904128688,0.5658277597002542,-0.02449346732490837
163,0.13871368875561357,0,1,-0.23237065489254605,-0.9913379905675898,-0.06582884385835563,0.40668292301964964,0.0486878159782789
199,0.7941032575455856,0,1,0.18030891752269898,-0.4246188718214534,0.4544609063002028,-1.4771508662130992,-1.498184417608304
228,0.5290724731603782,0,1,0.8145620043240303,-1.4544486491951756,-0.8120090312555105,0.7626718495540143,-0.18674094525016693
74,0.353530621658776,0,0,0.5367323425429054,0.9676796144592503,0.4994124176627361,-0.3066208768339841,0.14262829316183684
478,0.1815913535889256,0,0,0.42477618864184896,-0.5891826517759425,1.3417621268506352,0.8877836305682143,-0.2501502313283187
358,-0.15910191068300528,1,0,0.7296629886080446,0.5455807242980085,-0.12850055808162925,-0.6996515636313325,-0.2509784542695278
250,1.097737593429466,0,0,-0.688928067150824,1.279666366458824,0.8149132098667833,-0.36263612603066103,-0.010176629714571617
119,0.19416833187520857,0,0,-0.8149428068178246,-0.6262442237979066,-1.0283507826892468,-0.36706209476302026,0.0006714023889719534
310,-0.8349970964354061,0,0,1.17264044657761,0.06400728367308862,0.677108926618354,-1.8460336845386554,-1.012392848956701
299,0.3268723772725019,0,1,-0.5623687379069674,0.466827524862992,0.6889189277052711,0.14354112493952553,0.7629278955250891
255,-0.3153839760007661,0,0,0.014501267292472569,-0.1320584019730175,-0.5068650967250327,1.8193608792808478,0.8657813665970351
354,0.9819460719792987,0,1,-1.100548958740534,-0.32630821643064484,-0.0744361473050137,2.3823744807530005,1.434297059938958
399,0.43964858086262926,0,1,-0.893912733845594,0.6933283475039296,0.22853047821432093,0.6086046005896988,0.10917090538862906
225,1.3768140435214615,0,0,0.02692700048440594,1.1912786608599342,2.121614173515856,-1.1695964116621966,-0.8006956038287828
353,-2.8345762998249535,0,1,0.4015064573382617,0.3354813077203845,-0.002468902018684549,-1.0651290811806453,-0.14114627237278216
234,0.7430759062652298,0,0,0.00039217889399947354,0.5220219547976366,0.32504053777672753,0.36204675129901026,0.7551073962917397
382,0.35533824526028585,1,0,-0.5799922513823643,-1.2880819946546354,-0.4837443183747427,0.14599543200112447,-0.3586197325179761
274,1.1186287281139644,1,1,0.4154068029605841,-1.6312806006171452,-1.3775827784426857,0.007482078349155902,0.20571051626069042
36,-2.127144546507961,0,1,0.8342372075747472,-0.8201994889435967,-0.3572904005197339,0.9655393888406851,-0.013160197109161054
196,-1.4499279275885326,0,0,-0.445120232465173,-1.1809759622834644,-0.9138496239116622,1.3964585119128459,1.3183362244443386
139,-1.69891958770394,0,0,0.9720580569585978,-1.0476677586001548,-1.580611462405337,1.0575425782270056,0.2249455645758367
364,-2.1036822704476417,0,0,-0.35815155744471,0.9817775401648935,1.2948223058729391,1.1713673175725716,1.027655848250259
244,0.26198812316244496,0,1,1.6357342092466824,0.17901393054702938,0.1421192003683215,1.313693402492407,1.170672327961269
439,-0.6130924118469306,0,0,-0.5246258191189249,-1.611439715151965,-1.159304862457613,1.4689663353736955,0.6924354192720101
286,-1.8199583386286726,1,0,-0.7898451819241297,-1.1001120102623414,-0.1760560204730876,0.3962221379530875,-0.1704914455724685
59,0.939824797582067,0,1,1.3622932013042504,0.600942540463234,0.6267639241039509,-1.4940441832155147,-0.6530314372066566
111,1.3629378553091809,1,0,-0.04205820191217488,0.9206374919797187,0.9710024930555834,0.3216312643284337,0.6756920621386533
89,-0.7395720771120624,1,0,0.03514940945209515,0.6674283604184544,-0.1398502053048749,0.141676792493605,0.8838575018692759
436,-0.13102812124986596,1,0,1.3200261778141338,1.153369578728111,0.7208659533616498,-0.554313501553931,-0.6045895397025902
6,1.1270637259718324,0,0,0.17728552287993252,0.5267986494702548,0.7303055616264149,-2.718883575486645,-1.7370088653482885
360,0.5888090112570306,0,0,0.6861691023210056,-0.8625954631486903,0.33001899894097486,-0.5649504264563672,0.46131003714007823
346,0.032231827590171035,0,0,1.605397042728083,1.2086743607090034,1.4584285517351092,-1.418280518837604,-1.0029567161951092
338,-0.38547508470462705,0,1,-0.8128502758395091,1.2163188485056466,0.7229536627262653,2.1530334249422665,1.7282127556413174
158,0.5685534024826348,0,1,0.8191481543944978,0.46568598157063845,1.399955400156617,-0.43072052270726174,-1.2462388942970544
150,-0.9954198243714493,1,0,1.0402291300888054,-0.4656994388238252,-0.41605044170085814,0.40789010855706515,0.8874480079671692
177,-1.4863920961272832,0,0,2.1916842248733452,-0.009279225467104442,0.3192463253611925,-1.6919327826917199,-1.2386636626982384
393,0.5009151110834467,0,1,0.4600752943574326,-1.516490113812727,-0.9795790645166086,0.342601384071162,0.8781588616298952
184,-1.222575715986572,1,1,-0.9513044018320292,0.10630407042642735,0.7343846629213014,0.07784153515076309,-0.2445613896693088
449,0.385145359704453,0,0,0.23639945520618297,0.03985280813277961,0.19510240939785412,0.30642700426058855,-0.07784615701024764
10,2.631280557263819,0,1,1.0115267037798368,0.9604356651311508,0.1414712282999479,0.25897406356261127,0.8494786721635539
380,-0.09579921969526753,1,0,2.656879641933678,0.05168096098976122,0.7928679881768538,-0.6100944194224314,-0.48862722222259647
103,-0.6822573244677721,0,1,0.8593364438943293,0.9870271261343165,1.1180512144857173,-0.9318156128779784,-0.17688537862387538
81,1.0946204144888256,0,1,-1.3644217213441932,-1.038428975509481,-0.05822383792877428,0.4066014811380308,0.9087513749109296
38,-0.46550830994897974,1,0,-0.603737821387052,0.2693827925904185,0.6084160252582349,-1.3203409232646035,-1.0277971961819927
314,-0.04104670640816899,0,0,0.29381808842676044,1.0185815847621675,0.3955689656079909,0.0004355329072290066,-0.601745814094771
167,-0.4275401325758322,0,1,1.4900452328427065,-1.0042619228290453,-1.5003402794500034,0.21864423280336034,0.9333506323195726
469,0.4151840513672063,0,0,0.023412805454774928,-1.1814723831595277,-1.2876998996192834,0.4479182040346976,0.23768509354006542
296,-1.1559056617166827,0,1,0.0038784176106173534,0.7989510200857621,1.16466333836659,1.8701777280843053,1.2239636170451962
474,1.225818934408534,0,1,0.7453827227220048,-2.0125982711085495,-1.7246088995822295,0.2364397969389835,-0.5046542415885752
198,1.115693777836498,0,1,0.7361117074295681,-0.4642520333853742,-0.2198644796530672,0.10034773487413437,0.06212935883632566
297,-0.6806500238363339,0,0,-0.3978318276484183,0.4295627729859109,0.12129670460176054,-0.9772696920116396,0.5840102981275193
416,2.1318380122901615,0,0,0.3027834382768515,-1.8805133912874246,-1.0103998179374531,0.9501832429768875,0.5887061842663069
146,-0.9847279304396523,0,1,1.287818210447359,0.8430303314941087,0.6839045011660612,-1.5704152997711376,-1.0044101269672594
392,-1.8390258003787692,0,1,-0.9233462364388231,-1.3485511425485324,-0.7829204499794613,-1.2671746679203455,-1.3805349242985754
147,-0.21062697307835387,0,1,-0.5801701158714587,0.990327339466042,0.2563131151950793,-1.332286102010631,-0.5009108079648518
447,1.38985719656965,0,1,0.4775517741819609,1.2805151077396817,0.5419031905823826,1.2511979031553107,0.39986671025125753
287,1.3165916493849532,1,1,0.05793304799279926,-0.9020849360398954,-0.189001520750123,1.3186822592456213,-0.3465472848827018
123,-0.21958725420280364,0,1,2.0874315013108493,0.24951609140333725,-0.16543766170454607,-2.043765662052732,-1.094173274978014
368,0.8110601854699515,0,0,-0.9197173041652709,0.9162304877214186,0.0896134318662799,-0.3028428230286318,0.4756356652357234
96,-0.019581338185354697,0,1,0.7612359593678595,-0.32652611591993225,-0.1684149894415801,-3.4265660839837246,-1.4543872718063517
143,0.5338415830387475,0,1,0.4296558727660047,-0.5728346061924423,-0.23036242354908293,0.37343757617503603,-0.04962328716180278
239,-0.1237946806779796,0,1,-0.6962116179689286,0.9311295800381802,0.22366403602859625,-1.0795999699264638,-0.4275194038601786
442,2.0915903264026463,1,1,0.28603580885082275,-1.4062230975690895,-0.21510273739370944,-0.8340864245322848,-0.6811556153599623
97,1.662842852298061,1,1,0.25091105605666136,0.2717824208273969,0.9062111152413762,-0.7904543825253721,0.27267267604574347
407,-0.9889105868188317,0,0,1.136786954842893,-0.03960631359049856,0.17475676883323166,1.0357718168636982,0.7572863651345418
122,0.051550944340384264,0,1,-0.4582730848789956,-0.9573578399842048,-0.24973834597980488,-0.1354247733915207,-0.9279097261437759
183,-1.0146655030652938,0,0,0.36776248367690073,-0.8178502854872071,0.062032912678836816,-0.27436145990609184,-0.4540560756591709
202,-1.4670533870339533,0,1,0.09828101917161161,0.26455116412297297,0.5667513974266206,-0.1240463022578653,-0.8801793401416454
246,-0.5327903443818783,0,0,0.9853110280213849,-0.04855050280217319,0.21536681398189544,-0.640010173158131,-0.5046745403132868
305,-0.3997767086754971,0,1,-0.23352936776165556,-0.16270047568040472,0.41535149377816627,0.18611164535290248,0.22788444980898082
298,-0.11487073469572892,0,1,-1.256140641435542,0.7253984367351943,0.5611322283783595,-0.6483783654496107,-0.5713180841675236
351,-0.664330729039289,0,1,-0.00838589807521431,-1.3238263811576756,-0.26296644588178586,-0.4222902587513165,-0.22654720127944342
386,0.9173468649305907,0,0,-0.14809906486228067,0.29800388015834,0.05538940560299624,-0.731483825145719,0.12209907817247184
395,-0.22485646166426174,0,1,-0.6054338167009986,-0.2738859493271073,0.102808543055452,-0.2980636892127156,0.2799915266557542
284,1.7544084469506556,1,0,0.24778781682622306,0.7410571111548617,0.13397064009195425,0.6190394154528392,0.13434383836448563
125,-0.37391086987830474,1,0,-1.580755829796604,-1.7916940166392463,-0.5372516776641769,-0.23534922303791692,-1.4342462671167329
302,0.7438706823844761,1,0,1.256803976839905,0.23745951340563426,0.7037989888378884,0.7226323695443705,0.23063063813228096
223,-1.154044417334371,1,1,1.9132559439121286,0.4355032105033249,0.7406140545906224,1.1425580721962802,0.3330405189015799
418,1.0863498644599527,0,0,1.319646515477949,0.205116639378636,0.045843702479079484,-1.4557945420896559,-0.563053289174301
219,1.690895828661069,0,0,1.0516811450904724,0.046464912623791946,-0.18632713735455866,-1.309554736686433,-0.012910202901950774
129,-0.433736483898747,0,1,0.7801022309030281,-0.7128441817729826,-0.1530404747430404,1.762031720930687,0.4607175754363382
420,-1.5585667238529568,0,1,0.9002927798526424,1.2632309283067837,1.4194283240468297,1.482068277943242,-0.149765124395962
289,0.7133910589316179,0,0,-0.3338506129652058,0.14085174896282115,0.026717306311765894,-0.8013816373985583,-0.5613781659258277
444,0.19114815640073934,0,1,0.6358196044713009,-0.07074271122337074,-0.26146059454102455,-0.2264818240980334,-1.0905848932587492
376,1.2671524135287098,1,0,-0.5923720774165151,-0.19180647920295243,-0.599987517133687,2.703036023725646,1.834446209609866
291,-0.33620004334093284,0,1,0.8827471400142499,-1.0296367193734808,-0.4180224757646264,1.16067096736037,0.35821772291566933
355,0.3462688693932272,0,1,0.018684738265073244,-0.9161859462173186,-1.3131772629713456,-1.1206934193557452,-1.4038695176924927
294,-0.06434558564312114,1,1,-0.9140262549466486,-0.9659604262940007,-0.21032612925405525,1.3008844393386076,0.3074435161478758
396,-1.0443050162034695,1,1,-0.558516555906984,0.682577152434229,1.2084216301188848,-1.476318916058519,-0.18148183111075034
340,1.2363189428396835,0,0,1.9793856472309181,-0.7027195614923764,-0.9265942489303598,1.3438873280684756,1.071104801941073
112,0.1526877701276071,1,1,0.6076914612111309,0.3558181165806619,0.6928852660070308,1.1574247523590266,0.9068324770255534
179,-0.2698440636702522,0,0,0.6801778415481441,-0.6620660209580849,-0.8299735440979892,-1.5262344563564552,-1.6140980476952027
307,-0.3776076534247889,0,0,-0.38322919253089754,-0.9884342342868547,-0.32937302991705414,0.49186192536734763,-0.4348595309471481
432,-0.18106329971297408,0,1,0.081941468363421,2.1190541108559953,1.010739037834948,0.8382627951177957,0.29521290579302967
487,0.4474736918108617,0,0,-1.4622170952813698,0.0179684307703309,-0.45774214436553795,-0.28367862243861414,0.10154524500952791
481,0.655934454155175,0,0,0.8430513972287226,-1.7031228840651298,-1.3491893491937674,-2.3225685440481647,-1.249048194132634
422,1.3984851055828416,0,1,0.10726288052453434,0.3635772049347974,0.2540828302380772,0.24844372913654647,0.07076148240571381
233,-0.4557282604010111,0,1,-1.322686850611047,-2.0691083937935355,-1.0965902503969358,1.851589020045978,-0.08686058522502416
311,-0.04913235632923405,0,1,-0.6343855212572117,0.028728664707755806,-0.3239237995846769,0.029236823075742695,0.9685911628030625
164,-0.07972564894030616,1,0,1.2722996347444249,-0.5652566029329154,-0.8513243976824777,0.3498101608208372,1.26766851879726
136,-0.31449182674182935,0,0,2.221329096971524,-0.9043779184510105,-0.23674313267733654,-1.1636477168610548,-0.2563967603644661
197,-2.706930789825298,0,1,-1.1359225629131577,-0.4231598015262746,-0.22051506629281148,0.6117887758512932,0.29394958362328943
258,1.7508081843992025,0,1,-1.0977161053426812,0.3657909486005582,0.11007498059447744,0.01915322195553433,1.1374749264156807
232,-0.8782082643658277,0,0,-0.4977444080057155,0.33917903449928943,0.2237561324795393,0.37878544650487883,-0.7943700322414999
115,-0.4478950479904516,0,1,-0.6982958491198771,0.02650430953360643,-0.3276058988956887,-1.173438979373786,-0.5658245215344796
120,0.2868792984646903,0,0,0.1998288081569501,1.5105267705982506,0.2222357451918201,0.8503913053048338,0.5348656513847182
349,-0.9280021824504824,0,0,0.9243478592855287,-1.2092508392766772,-1.2666203497853867,-0.09251201508861692,0.10502645914002397
224,-0.25767406819518784,0,0,-0.3762420899647325,-0.35660996880631035,-0.21559927716255284,-1.3907494373475293,0.13399939857648258
402,1.3871854510897361,0,0,1.250673783345095,0.6652997160871086,0.5217229108328554,-1.0769314531287968,-0.7048999952926174
397,0.03158332304614849,1,1,-0.24038097700906227,1.1995259408802363,0.8005926281564715,-1.5649027523633805,-0.541988979293948
127,-0.5281731778783587,0,0,-0.2009840898769862,1.4398844837474214,1.1534613639267097,1.896849076553464,-0.5039123026622117
285,-0.7472248596407767,0,1,-0.1970470911614216,-0.5900982866027212,-0.381682368755258,-1.5717290686973269,-0.5599564063353243
411,-0.7918564536836844,0,1,0.4874054112642595,0.8438959344168607,0.6982448171459431,0.6633376104976032,-0.13785076419217007
107,-0.39500464140362557,0,0,0.72090480478855,0.578548783165989,-0.23454810469772808,0.5577838554941918,-0.1539703743211448
370,-0.17467124219314797,0,0,-1.149986576833252,0.14888692366211864,0.8517985949857797,0.761966948507667,0.651628751670539
325,-1.3882494182531713,0,0,0.9983131995179463,-0.42564771109760124,0.8737541624705734,-1.8313484185579614,-1.0788543302821492
133,-0.309462565973666,0,0,2.1197694636900626,-0.7579230405450905,-0.026188208389618994,1.1801405177591813,1.2458799476583824
452,1.0510967937161009,0,1,1.708476505833144,0.871453640194475,0.897351439374156,-0.8651916439678266,-0.15210897960706332
44,-0.12673637802304688,0,1,-0.8458227601409269,0.6500498647302586,1.0667196310686193,-0.2200596870835288,-0.05492474301503166
460,-0.4734893314853488,0,0,-0.04356138883217501,1.0103262156916522,0.680116020358101,0.173809937645117,0.04249478491297993
