,G1,G2,G3,E1,E2,N1,N2,M1,M2
907,-0.04720248418359015,-0.12238599458076882,-0.07391033323484783,-0.2119163477200939,1,1.0972117648429405,1.5721441187423952,1.1958807604650326,-0.24554302876356957
708,1.5284142886326497,0.13195058916665423,1.1090594729409495,-0.004062380144975121,1,-0.34915087259521355,-0.7501647082082279,-0.2872311137688853,-1.5757649389251762
305,-0.3997767086754971,-0.832714984078658,0.02523651028191901,-0.05849491017356748,0,2.4278295293942893,0.26461787562223693,-0.8443066857959957,-1.3545008652686965
734,-0.09620637452260954,-0.09148610978230008,-1.3277715529796572,0.47849658498084613,0,-0.9661507264096472,0.0813232467562793,-0.20682724927104232,0.6326054959538012
975,-0.003968616298170037,-0.9422016227533424,-1.132798529974515,0.23865061923052694,1,1.6625553775022335,0.10141007237313457,-0.6159324243891336,-0.4381384391531021
49,-1.033519899395963,-0.38529961278208386,-0.1320584019730175,0.4512737349901239,1,-1.9484849010972924,0.4744804552787429,-0.046136703607310446,0.6528705589665873
896,-1.3081428377150168,-0.571234695789473,-0.8340542170779688,0.9608858138193179,1,-0.6411120597506873,-1.0108791361405662,-1.3321628652013768,2.1346870016408017
2,0.217820788076002,0.21393092656408835,-0.18240084482698643,-1.4990791846240439,1,0.489764730743666,-1.6684127082107665,2.362458903632073,0.8067024633303052
544,-1.0017427656365712,-0.688928067150824,0.09422677998297797,-0.36263612603066103,0,0.2833400562068243,0.28529643665121385,0.3466494564463609,2.008575374370471
350,0.39610917121141004,0.3062076536312932,0.30296590565101805,-0.9518778907098258,1,-1.0400549168143136,0.07854331796683903,-1.1968016542245905,-1.3296664533176294
904,-0.6741622961345831,-1.4186200811122966,0.1998587930939523,0.8931561951625716,1,1.174052873190878,1.0339918388571203,-1.6618069093879109,1.7752099998707473
536,0.06102377070888207,0.4975602032863903,-0.9903061424431373,-0.004402165226001276,1,-0.9826758396558647,0.2913340770044479,-0.9418161568257208,-0.9279243926764394
344,0.6211792361430043,1.5787959338380892,-0.9097356179320727,1.0251927989120817,1,1.878914513498277,-0.028008632360276682,0.24998249908263306,0.7271546901240613
994,0.28592913411118714,1.9529335608101146,-0.12929231237631375,0.3753453308785804,1,1.7955519996797573,-0.0373174536193961,-0.45327064996230443,-1.375710970380975
481,0.655934454155175,1.3900942221642263,-0.7401484053505619,0.6184913173994985,0,1.019703747283809,1.2428283817261836,-0.2806020885577802,-0.20477894244115596
575,-0.6379400949130765,0.554301640995341,1.0592081895167023,-0.7964518063402242,0,0.5318736641184719,-0.18119344498127654,0.8091765992946903,-2.560968264232084
33,0.9430989873732034,0.5348601436758872,0.9311295800381802,0.7165389419589469,0,1.0338740794170258,0.44307666808980795,0.18551874358091625,1.0007802526208476
31,-1.4818532687885322,-0.20779590011778495,-1.164272622036047,-0.7321286517529526,1,0.7739399000493731,-0.20347180655569747,-0.24727136515517892,0.14801928095548744
231,-0.9352741020978635,-0.6606632694291054,0.3190207270950298,-0.34565230799911695,1,-0.024445984033542402,-1.1830286751530406,-0.28606989779448055,0.4832791273254816
963,-0.7264058435953842,0.14213329785674228,-1.3067574899422012,0.15042451527291514,0,0.05488172284641139,-0.9789127433265308,-1.002229457700178,-0.3379064071383783
192,0.5168947059425812,-0.4336132565104716,-0.41371980458468,0.020235892941584233,1,0.3467580881000767,2.519096864867771,0.11298563406954405,1.484957731420334
333,-0.3146569807964057,-0.30389783942901405,1.2149879583693528,0.5125892816290543,0,-1.632563174490252,0.2241147354634239,1.1211014501239571,-0.6827669141681325
3,-0.899091796547139,1.2816923603236163,-1.2090493829751852,0.1277661270476378,0,-0.49219455367481246,1.9196274980431642,0.3233116017824949,0.13064484112278238
204,0.4723373838544278,2.049396252233259,0.8661249515913417,1.4114560656371393,1,0.5041772384105627,-1.0720096081258936,-0.2627661039894076,-0.7816538407637815
514,2.246017184682794,-0.8147832692437899,-0.24210588160504873,1.8604045710036226,1,1.60480505285346,-0.4183923444876384,0.4735676652705025,0.8572475055769414
799,0.4085952224636717,-0.5058750207339657,0.40755383149894175,0.2690225855527475,0,0.0950237671082697,0.015008929659982904,-0.4536296029129213,0.05334006894801716
306,0.20245288539565467,1.2643898137340108,0.4614092065941281,-0.732732831338,1,-2.6640554817919586,2.0462224837776173,1.6541506352366082,0.3823967560831934
109,-1.0728273555534633,-1.5394479854232388,1.0423602694549887,-0.13608455672766895,1,-0.2688450516916826,-1.8545319546804377,0.5598246369128579,0.4320454892018379
430,-0.5637709654904628,2.221329096971524,0.6117672367865393,-1.1636477168610548,0,-0.15271722216854733,-1.1505910784036362,1.02453991576142,-2.159067162775858
77,-1.4490397864802476,0.1578650215652461,0.9316016899186607,0.6939545718816349,1,0.08727466862049688,-0.7713061780846335,0.8180946156335314,-1.2264419446198414
84,-0.5406070438098288,0.955215418653724,-2.3723283946879543,-0.2918290975970865,1,0.13355580445764612,-1.9558611058961606,0.8044253258980346,-0.21079292494338747
286,-1.8199583386286726,-0.059588681848177616,0.5497854193533036,-0.10655962866116661,1,0.07166812413431715,0.26192246639314737,1.3772551564106892,-0.028739361302515212
82,-2.1264745896250017,0.132295531791136,0.9445446992783179,0.08218200127807547,0,-0.12057164727790164,-1.163607478706417,1.2782300191354787,0.7745355795811913
991,0.563988082211114,-0.4231598015262746,-0.24798479826435785,-0.023889608604714344,0,1.634816455586828,0.3190382144807888,0.893624097615612,0.6139418067335269
789,-0.5561301501575928,-1.501939214327632,0.9091332863022116,0.6543132612019282,1,-1.8197513994412713,1.0188176214545555,0.6836455360023956,0.192624305431879
894,0.07286989424894733,-0.44613565823185425,-0.9262695834157351,-0.7676005458021303,0,1.7660744658394527,-0.07286399654826248,1.8269110844964942,-1.8702722311595903
398,-1.557360025387623,0.7297226053342472,-1.9439484403008305,-0.753347196653235,0,1.384281066763125,-0.18514186619276654,0.6202381949177932,1.664111841550684
323,0.8055812801053014,-0.30971816234245136,-0.5628074936442887,-0.02491920298325073,1,0.2836480729061835,0.3912536703869734,0.0751911498254394,0.16062887541913842
519,-0.8215967591390236,0.02692700048440594,2.8136939539997914,-1.1695964116621966,1,0.29140621951673246,1.3258763774753322,-1.7407175480391794,0.10054699775641303
916,-0.6545346533810724,-0.9573578399842048,-0.8512591518473875,-1.720394678896031,0,-0.731896947468462,1.0473720267905309,-0.3642791600614727,0.008108780477336224
922,1.3009775609567849,0.41278776874294704,0.01393322289184011,-0.26562434056540635,0,0.4084866259014011,-0.5401908096285231,1.390123683382313,-0.11693100297226221
5,0.9132515212358882,0.8843995637340157,0.131699332503091,-0.8027144692274758,0,0.39544837788062975,-1.1915517754614506,-0.8195278325137801,-0.34924110920210133
731,-0.4935051982451156,0.6977398004361279,0.6169078774897363,1.7742396689835778,0,-0.6230799158510868,-0.4028785338198437,-0.12019092383179328,-1.4637530386330329
465,0.028476807661914797,-0.3212007486021564,0.16691454627657692,0.5876720724925066,1,-0.6442791606674888,0.9002871380083154,-0.05639261385721674,1.1581586637117034
97,1.662842852298061,-1.1078353043713287,-0.005883223535254758,1.1998221401880707,1,0.6085344478869046,-0.6836950993068114,-0.19986490573129242,-1.8087337895383275
266,0.07035934378745941,0.34899204262922123,0.682491305963523,-0.3910359227014093,0,-0.6127866717338453,-2.3985496337478494,1.3280207160673354,0.10886381659494641
357,-1.0783284004059264,0.6675814063813192,-0.14202326166076656,-2.03871938930956,0,0.0604224176983321,1.0869895759257462,-0.3707787165637908,-0.15738184101919506
868,-0.09841551623863706,0.9676796144592503,0.3223980694479684,0.5918774631576578,1,1.342223351933287,-1.3511761261345971,0.7279179526022465,1.8100281522604524
798,-0.6402905878402679,-1.6436547454597494,0.8040362649645395,-0.7498613886542863,1,0.6782678797686736,-1.376666012965139,-1.3180956416922127,1.3198693462021813
380,-0.09579921969526753,0.5756635771426989,-0.31974513644847974,-1.2988504469645503,1,0.23968154198161556,1.0889686196396973,0.7188792249625223,-1.6174563407810227
631,1.3610491267311762,0.5392117596994177,-0.16886198882034076,-0.8419559842904145,0,0.37579639380531277,-0.9240094616474348,-0.7334600930822522,0.7789511338886184
381,-0.24471810400730748,-0.6371087097013488,-0.9666654299646101,0.035589309315491285,0,0.1425845127889988,-0.9683289464484701,-1.9067378124210224,-2.0443787406730194
490,-1.067683488314082,-0.445120232465173,-0.4105280930831673,1.3964585119128459,1,0.33829041462270565,0.17036955683473595,0.030482563530275748,-0.7821784076369378
118,-0.05961756305581137,-1.8145775297340991,1.540438390967561,-0.13932037427843882,1,0.7042200432544052,-0.6665076845055423,-0.17115982947245942,-0.38088173670124115
900,-0.20513484012110092,0.9378438346516743,0.7204532843056276,0.08287189521624883,0,2.1784121695319087,0.3868181766370144,1.189758967494194,-0.5756828989992889
250,1.097737593429466,1.5178698893432037,-0.023670666494330167,-0.616135284327411,1,2.155848244079296,0.819397642530878,0.9536359985093705,0.7053550768042732
523,-0.6294707575467705,-1.5139320821707436,0.1363929825343895,0.2469749126024227,1,0.8798007755037285,1.3628359405005652,1.1045729870478431,-0.34459152398235465
9,-0.429893603006348,1.5565019668666351,-0.30632073374311153,-0.2541542149809466,1,1.2650132549197897,-1.4326861802360915,-2.4949490675996735,0.2157206760383914
196,-1.4499279275885326,0.8423805611694837,0.6652997160871086,-2.20706241178175,0,-0.6737546365470121,0.02297762766311607,-0.6994729463901033,2.098048407952107
603,0.8114097529802404,-0.17030985925271258,0.8712901941843347,0.5711089261388907,0,-0.19544937829140074,0.1920307644617971,-0.5981814011414625,-0.6555011308064267
81,1.0946204144888256,1.0978318228497195,-0.9020849360398954,0.8798485802176697,0,-0.8609415258324988,0.547459302674521,0.3575039269566338,-0.9900303274205569
783,0.3116877878524932,1.6282331701550683,0.9145119954562894,1.44681808661711,1,0.7431881771426452,-1.3999645100106077,0.7960625669028173,-1.0679883664110306
587,0.1801248192141404,-0.03155006646076793,-0.7407390236485996,0.24154262226591372,0,1.4065369907865113,-0.720669118215683,-1.585007839964471,0.07864406584256793
797,-0.8245102211605686,1.2873719077109238,0.12171503892701968,0.2288983336764112,0,-0.22277404792067498,-0.051648089882256935,2.051734096151552,-3.1527881393504815
239,-0.1237946806779796,0.6051411120722726,-1.633730132988845,0.6051160747912645,0,-0.9609515260823877,-0.27728548896794464,-0.6478050502849965,-0.06615537115276701
290,0.7371895595725224,-0.05294433967983192,0.6999652173246039,0.5366575837671147,0,-1.0723842724480894,1.9497782776383967,-0.184221672945938,1.036992951926235
211,0.35483766325164606,1.219912637178906,-0.924244804807813,0.7812782800409516,1,0.6932566735363165,-0.25265181569999495,-1.0101464856841713,0.8581244485504022
717,1.0207500348016774,-0.08893579731331888,-0.3424915228234527,-0.036117527281860316,1,-0.5281176524353896,0.20679267594954212,-0.4417771835898148,0.29350876772383716
359,-0.9929578547065969,1.0350266599577056,0.5410922557088087,-0.9357312394310798,1,1.237412628861731,-0.754518133002745,-0.1401508700376934,-1.3005606413766728
449,0.385145359704453,0.9672684029665829,-0.6187298522869794,-0.2161853632651508,0,1.0196154415402565,-1.4748057201951885,1.035937930266001,-0.19254312734279358
227,-0.4306299138785435,-0.13545084475457356,-0.045036949921799185,-2.2401551683663175,0,-0.5648077347857042,-0.6172448009464296,0.930791640403557,-1.244871678660295
950,-0.3652515071558462,-1.936082910481034,0.9973106604453069,0.774316317463812,1,-0.15249394198949803,-0.7152793046785539,0.1345656458719122,-0.19728616389155776
946,-1.7943978814262103,0.6542160048724832,-1.5271856598632811,1.3671507462192878,1,0.39201169135973724,0.7023425171100376,-0.5441110425565998,0.6590504148973013
796,-0.4640366381403786,0.37245385266798453,-0.7744060575393302,-0.1388557344543678,1,0.35476314653149266,0.605560020677991,-1.5482150175952172,-1.9919091159610627
501,-0.3445575105008004,-1.1888191294140915,0.2905147048072224,0.3500780687257899,1,-0.7178367016710073,0.3806775179900822,0.8520069403367916,0.634858070131143
464,-1.5284409557359997,-1.3522774613808188,0.2666810437481545,-0.016481983187980585,0,-0.7285170800460357,-0.43900997676122966,-0.02816632619233704,0.1935445785615528
362,2.0446955530097477,-0.9308718387188912,1.7783556834393648,-0.4860285420830605,1,0.09891196229695592,1.068541682928808,1.3357964629555772,0.4957529934326184
468,-0.8646016659530313,0.5531646554149792,0.09948946915867976,-0.07519424167399566,0,0.5891670844720037,1.0684595288044465,-0.5564709930163937,0.4858490075483721
935,0.1385778531321243,1.2785392425486481,-0.9152728122723693,-1.2088333621596135,1,-0.1474282115138734,0.03519679950040534,-1.0371645866424515,0.5522906634823358
428,0.9444410462077871,-1.5928661887883988,-0.48431342799207916,-1.0305648280185449,0,0.2505706536470756,0.32453671636653203,0.144713189000532,-1.1738283593906862
7,-1.5140932286302158,-0.8849948420524704,-2.75017402244819,-0.606275061777019,0,-2.115739906056524,1.7553292080692187,-0.7777261196231657,-1.5224563185643474
155,0.38470804448044754,0.5839702448360056,2.881735284458338,-0.7609896955943738,0,1.0900090472059796,0.8371152485105555,1.0645299324582513,0.22580438523236154
541,0.15418276503941772,-0.3989290175644589,-0.0724075947242575,0.6448863184234265,0,-0.9448133618994458,0.2021277509838154,0.12388556486194739,0.7772772543071931
440,-0.7265084826285894,1.287818210447359,0.3561726045391919,-1.5704152997711376,1,-0.35657432720586224,0.5807591008603984,0.969578160022046,0.7575358887347331
482,-0.07145101193900143,-0.38038314686818764,0.13631169608246754,-0.9369692555065862,1,-1.6755790937792945,-1.2169182818697628,0.15719425995539538,1.55654147380898
422,1.3984851055828416,0.17097579697728701,-0.6325467146083562,-0.36587606052636507,1,-1.6987098439175177,0.5492931730224296,1.7152639354880006,-1.5622456473088782
778,0.38044184223136424,-0.17976403607065916,-0.25737669526957235,1.0520918906526269,1,1.6974776394045181,0.7297051188349222,0.9487469402998241,0.7210774013118942
949,-0.6931636107271442,-0.15423303179292547,-0.12256128802842602,0.10456871727302895,0,-0.13568675001159383,-0.8672807480874088,-0.24073491340241576,-0.6596733091291141
334,-0.41548213138920537,1.2675231726543055,-0.2578643578328224,-0.16136091801429644,1,-1.770393414395426,0.08583364162978173,-0.6426253346064729,-0.5164348555865378
576,1.4835652191330446,0.24871705928469368,-0.34963753729489944,0.26151059414540767,0,-0.3381581057280503,0.3108392121144077,-0.48801332157450283,-0.6785588397400178
934,0.7498936504461023,-0.7378799240187224,0.5316387720254313,0.10092230696667574,0,0.6472113268702023,-0.23251644471465516,0.9074297107396798,0.35959843108082873
567,-0.7527634401936768,-2.1845355944965115,-0.08792446435738553,1.7318706808221678,1,-1.2151313590472508,0.6831922807912488,-2.102973714102302,0.006273871931417252
594,-0.23979272457655276,0.44107474574002625,0.27411484717128337,0.36718071196787727,1,1.1151834629380644,-2.743098385987506,2.3214732447585638,-1.1545639391782159
530,0.19003202817326245,1.0263380589579323,-1.4081536058819626,0.8685300871377757,1,-0.08305773373939664,-0.36747909748710694,-0.6710659485240084,0.5684593778358427
581,-0.8944671158216674,0.05793304799279926,0.7044988817476283,1.3186822592456213,0,-0.12993948377644748,-0.19451898968574718,-0.6767492788700371,-0.1867760426726543
707,0.2414765000804376,-0.15489590214157556,0.6468069829567759,0.5247904633510242,0,-0.5151046350480029,-0.4970549370826586,1.7402634235359373,-1.5301436264768022
448,-0.39059281313833794,0.1493324641136583,0.019517526290133935,-0.7548404765597195,1,0.37744996520307167,-0.5075435063871433,-0.5804046589913712,-0.772788776698339
453,0.6878465809776663,1.1650153095576858,-1.8180419057042552,-1.0074344479209887,1,-0.4134436474162067,2.2437782602518324,-0.35406766286789915,-1.614338327707626
228,0.5290724731603782,1.523828275272544,0.30159026787663834,0.44079785234914953,0,0.23939233722261213,-0.8930772364488679,1.0283848175696404,-0.5898584710656904
352,0.8986766525179402,-0.9955658872099238,1.0546915676106219,-0.06348505418020883,1,0.41747807004341925,0.45862688166656695,0.351078089852029,-2.085667952851486
728,-1.4538233586075988,-0.6982159852579722,0.6939365217319061,0.8147815397983319,1,-0.01624631276188429,-0.5992586651214122,1.074804598708476,-0.04939486020190871
212,0.262808798011986,0.9949080666607131,0.205116639378636,-0.0082516197211174,1,-1.8159053920992558,0.5228185778111836,-0.22608774531297623,-0.5028603525694794
79,-0.09084698584062925,-1.9694659172023257,-0.5900982866027212,0.7339519769770698,1,-0.004408813776011647,-0.17586369157291754,-0.011538727991773683,1.1671536940543925
148,0.6661579242398655,-1.4729245193604592,-0.32630821643064484,0.3683669727082099,1,-0.5714399899672243,-0.42968822352875896,-2.0755432116121377,-1.1572754141688673
302,0.7438706823844761,-0.6217593867008278,-0.5922239151330575,-1.32408136710222,1,0.042007217507845925,1.2100582361427101,-0.1655119500863899,-0.06933207504845879
628,-1.4025361261661207,-1.2234565586238166,0.2339244095070703,-0.11141133257078834,1,-0.7612128972087632,1.0150752366360771,-0.2559281701466303,0.5489866351706552
777,0.908929086464336,0.49812983107723163,1.5259741889544898,0.11406073007097647,1,0.6849956892255559,1.5248014941262293,-0.6438536465904597,0.750061582810654
506,-2.080385182052042,0.4689649314186801,1.471916817784441,-0.5226429504074882,0,0.48640057274386206,1.3037785243597606,-1.164723906799558,-1.3265170948865926e-05
342,0.02390483965476792,-0.09763707644727061,1.1655470663181675,-0.7589882053516426,1,1.2459768097561,-0.37795483423278575,-0.03227394000541361,-1.002636756887942
485,-1.5154323524761464,-0.3506308863000971,0.35750743061142004,-0.12266190469608998,1,-1.9034430411643084,0.4839146345390677,1.1587311786036316,-1.7055475311700365
711,0.4998474517775717,-0.6461502372895629,1.3196101253122232,0.0764303388351144,0,-0.315183722190821,0.10028203917318186,-0.14712088361893919,-1.2499687192709248
133,-0.309462565973666,-1.0106602657584154,-0.45926169385857246,0.6681900218558888,0,0.5988943397293426,-1.714774200190313,-0.17423491279951422,-0.10790552348762944
703,0.5834314612252285,0.2645909172914758,-0.9048622614805854,-0.8264675746224216,0,1.7213016324601471,-0.791425852587042,-0.6696770806632891,-0.38038736003320445
311,-0.04913235632923405,0.2674759518326638,2.1194934764294784,-0.5511267636188857,0,-0.5433462576964228,-0.2686746943836273,-0.29134547216620904,0.46742380136539696
722,-1.15967906040867,-0.27225592119501674,0.36882805924311923,1.0529567572198804,0,-2.690484874505883,-1.215648406655578,1.451623327142777,1.0989736929030225
629,-0.16406293841737138,0.052914554601321884,2.8538451672673975,0.08339300192625394,0,1.6204749176185944,0.5123947770873294,-0.10995959703733259,1.2381406825583736
0,-0.3117836734875166,-1.4186987649364793,-1.2609934645645282,0.13240847517681364,0,2.0496640535596393,-0.33845487509443795,-0.4265170678999748,-0.549591315718649
316,0.505244677046903,1.5152227723114344,-0.9846017920961868,0.4386824161578139,0,0.21333004525132365,-0.9823220189795462,-0.9991407981679566,0.9938789847349883
706,-1.2018953680063609,-0.3219274370961052,-0.43806168876695356,1.596273551625242,1,1.6776160773714965,1.1653428033282591,1.5604177998876245,0.14626468910138754
547,0.5128039355804817,0.9885637496052095,0.35197245256082754,0.09832159136051767,1,-0.15326563610955143,-2.8034921690461836,0.24823096135996628,2.2800670649893005
872,-0.728535151725995,-0.40291109019288285,-1.5412517600098257,-0.5518366639877793,0,-2.127974227012053,-0.36674748768811477,-1.3652507982062747,-1.7047165988044524
532,-0.3551430524524594,-1.335340513955036,0.9185254567330156,-0.4074147246924679,1,0.5241250840378422,-0.9976417354556056,0.22510896447354317,-0.8514392987916478
477,-1.1446154127093715,0.36776248367690073,1.105486167942322,-0.27436145990609184,1,1.0582682435984019,-0.22464841897483862,-1.7402684666918342,-0.3652912580442169
404,-1.147326856339932,-2.314308233092156,0.610827538586479,1.008673215782093,0,-0.42431943944250916,-1.39180594516311,0.7954116601190389,0.11113464050184074
172,0.413563343114054,-0.39996896449653774,-0.35380382782018127,-0.9453507560154958,0,-0.26336215776617466,0.727350062902798,0.8117298104750886,-0.6822663962645183
125,-0.37391086987830474,-0.3055535817180524,-0.7599868956205486,0.055648496834198785,1,0.4376689873294756,-0.3824401914017934,-0.4455998835263963,-1.5013603856348354
394,0.38039793299393204,0.18216840589519934,0.5580865239318951,1.770671089054843,0,-0.848478411333238,1.045759713214033,0.39046758281555066,-0.16927665450036647
420,-1.5585667238529568,0.6435618349326561,1.726564842606918,-0.2349170706138628,1,-0.11271824267357451,1.5419167852669267,0.7954741975656362,0.37766807964381105
552,-1.5360948365940579,-1.0977161053426812,-0.21879917713171496,0.01915322195553433,1,-0.1570441206621505,-0.4631707674824802,-1.3625596630160668,0.9928476965124061
903,-1.3724204939369495,-0.051909537923128884,-1.016095435343845,-1.4782799453303084,0,0.5301382305351279,-0.038034691090567375,-2.167799813251649,0.6367703410222036
90,0.5229453532755336,0.6535787201439403,0.7989510200857621,-0.992588282510457,1,0.11383497151394179,1.675351170352382,0.13991363307602972,-1.497266435958299
939,0.04024378871702005,0.48958965549976047,-0.8914987219294433,0.09599406411184831,0,0.5598023654994005,-0.7204934179038107,-1.2090227299487049,-0.5219025675630173
181,0.9613333257095424,-0.14455614983364246,0.9028959259596728,-0.3231180511203656,0,0.7107840504326148,-0.866843888794801,-1.2820366779452665,0.4966711907025005
274,1.1186287281139644,0.31533257199391057,0.7140562330946022,0.014518064489792431,1,-0.4039024911131463,-1.775377173920899,-0.02420813659567952,-0.8889226797042403
895,-1.0850033018268432,-0.9689334749563137,-1.7211193616188665,-0.5232832010485948,1,-0.5525674327633594,1.0487245007906194,-0.42784199555722907,-0.16882799221420855
69,0.17386306798025974,1.1547056934059945,-0.6141622667020802,2.0081711812595517,1,0.479204363894867,-1.2949594220066294,0.3995926687270266,-0.3581863958295509
291,-0.33620004334093284,-1.6561861189542586,0.29234176895547564,0.021454824737829822,0,-0.6914173016160978,-0.295316664915217,0.28795223527692126,-0.6193043035412624
131,-0.1419592259369063,-0.3884172496919412,1.1835192967875605,-0.17915849979057316,0,1.5769692049797381,-1.2466077491189804,0.030527374399267396,0.8429201846146722
300,-0.16840314416183974,0.17728552287993252,0.828452743888524,-2.718883575486645,0,-0.4716707187776478,-0.20123068109199183,0.07329332726121938,0.13771877733739474
424,-2.3734720794112603,-0.9913352184259298,1.4342490153163177,-0.5415472531367743,1,-1.476947444300354,-0.17721895830933104,-0.10220569462801476,-0.7877764499993318
326,-1.18751869272302,1.9551211538824016,-0.23438941641882013,0.17516217518564223,1,0.548988424239514,0.5596299360552662,1.1194512979202875,2.369992375075914
144,-1.2013513945296035,-0.6911365172305979,2.001159334142651,0.5932015193095254,0,0.15262106096913086,1.491667144925867,-1.1200191048145123,-1.7759554892857534
423,-0.465206256087744,0.7801022309030281,0.5493320686414983,1.762031720930687,1,1.3922097830690785,-0.6550680908180693,-0.08426913247645484,-0.6066444877259863
580,-1.1336317270728,-0.7898451819241297,0.9680223713686343,0.3962221379530875,1,-0.649878589690417,-0.7480149940601922,-2.1651324601235578,-0.7973314554533896
135,0.27026658902175554,-1.6634585785162244,-0.9342681633685753,-0.24443228658978883,0,-0.23379916718721458,-1.2711352919926002,0.129094514887162,1.1228515368944127
450,0.8057928928464425,-0.9143506505307898,-1.4062791408316941,0.3371374291353778,1,0.6231386240149938,-0.8528978958300953,0.4987433634266516,-0.21065898351855353
164,-0.07972564894030616,1.077538401226096,0.14888692366211864,-0.1248610368727217,1,0.3021768248908164,-1.367754536967638,-0.9180386572885232,-0.4940878760841135
28,-0.18100659786226136,-0.7246506506957255,0.5220219547976366,-0.6202790696149859,0,0.21849824014165833,0.4353789237553593,-0.6321140403523876,1.2431859593120589
773,-0.723916549674528,-0.4622803032268624,1.1035215363139967,1.534533150197239,1,-0.7646095126615661,-0.014161099746600762,-1.842840946782423,0.4182338095291416
193,0.9288573630218665,-0.5932369690887556,0.6933283475039296,0.6070590851731149,1,-0.4371487896445189,0.12687487148231513,1.886487882330264,-0.4609999384622677
388,0.19553819393774607,1.5064127420488145,-2.203489670016975,-0.05304791791648614,1,0.1710479005108697,0.8889435140647248,0.21785976254018075,0.2030329919543049
852,-1.2686550660531122,-1.1935487248972803,1.3473990934652083,1.2567422326521493,0,0.03799596511663277,1.2654216834583452,-2.446175702779059,-2.7601477546715536
169,-0.568488291505339,-1.0745427019732765,-0.19575788192995633,0.8458837417625381,1,0.5526865646122657,-0.5355033907810085,1.2680178983731971,-1.0219489945665354
705,-0.7363370303108807,0.4874054112642595,0.3838145129916534,0.6633376104976032,1,-0.213771008055753,2.0601276139191347,1.0213425502161122,0.13592633649536429
140,0.6572575695971401,0.8706039352691561,1.2086743607090034,-0.17663596210167726,1,0.6603504460444264,1.3502760287318998,-0.26259011795580156,0.05207150253556824
173,-0.3733767893096487,-0.3834135450401376,0.85660867078818,-0.5958937488748332,1,0.46626332723878744,-0.21538673465050182,1.074114863444577,0.06601280226951661
6,1.1270637259718324,1.4047969124107254,0.5267505251254612,-0.5010261318858159,0,1.0301481681372564,0.7522220925245506,-1.8166374872921673,1.7346369176052467
745,0.713113938052218,-0.846730823028462,0.35677230961265866,0.46492148223387086,1,-0.3368298311004489,-0.9004229735380349,0.4128433412768849,-0.5482957423851174
